空港・海港,国籍・地域,入国,alpha-3,lat,lon,年度
高松空港,中国,22.0,CHN,34.214167,134.015556,2016
福岡空港,中国,207.0,CHN,33.584444,130.451667,2016
博多港,中国,0.0,CHN,33.605133,130.397414,2016
厳原港,中国,0.0,CHN,34.1977845,129.2913508,2016
鹿児島空港,中国,15.0,CHN,31.8,130.721667,2016
那覇空港,中国,364.0,CHN,26.205556,127.650833,2016
その他,中国,43.0,CHN,,,2016
新千歳空港,タイ,97.0,THA,42.775,141.692222,2016
函館空港,タイ,0.0,THA,41.77,140.821944,2016
仙台空港,タイ,1.0,THA,38.136944,140.9225,2016
新潟空港,タイ,1.0,THA,37.955833,139.120556,2016
東京国際空港（羽田空港）,タイ,93.0,THA,35.553333,139.781111,2016
成田国際空港,タイ,363.0,THA,35.765278,140.385556,2016
小松空港,タイ,0.0,THA,36.393889,136.4075,2016
富士山静岡空港,タイ,0.0,THA,34.796111,138.189444,2016
中部国際空港,タイ,37.0,THA,34.858333,136.805278,2016
関西国際空港,タイ,189.0,THA,34.434167,135.232778,2016
広島空港,タイ,0.0,THA,34.436111,132.919444,2016
関門（下関）港,タイ,0.0,THA,33.957889,130.941333,2016
高松空港,タイ,0.0,THA,34.214167,134.015556,2016
福岡空港,タイ,60.0,THA,33.584444,130.451667,2016
博多港,タイ,0.0,THA,33.605133,130.397414,2016
厳原港,タイ,0.0,THA,34.1977845,129.2913508,2016
鹿児島空港,タイ,0.0,THA,31.8,130.721667,2016
那覇空港,タイ,0.0,THA,26.205556,127.650833,2016
その他,タイ,1.0,THA,,,2016
新千歳空港,シンガポール,5.0,SGP,42.775,141.692222,2016
函館空港,シンガポール,0.0,SGP,41.77,140.821944,2016
仙台空港,シンガポール,0.0,SGP,38.136944,140.9225,2016
新潟空港,シンガポール,0.0,SGP,37.955833,139.120556,2016
東京国際空港（羽田空港）,シンガポール,129.0,SGP,35.553333,139.781111,2016
成田国際空港,シンガポール,129.0,SGP,35.765278,140.385556,2016
小松空港,シンガポール,0.0,SGP,36.393889,136.4075,2016
富士山静岡空港,シンガポール,0.0,SGP,34.796111,138.189444,2016
中部国際空港,シンガポール,16.0,SGP,34.858333,136.805278,2016
関西国際空港,シンガポール,70.0,SGP,34.434167,135.232778,2016
広島空港,シンガポール,1.0,SGP,34.436111,132.919444,2016
関門（下関）港,シンガポール,0.0,SGP,33.957889,130.941333,2016
高松空港,シンガポール,0.0,SGP,34.214167,134.015556,2016
福岡空港,シンガポール,21.0,SGP,33.584444,130.451667,2016
博多港,シンガポール,0.0,SGP,33.605133,130.397414,2016
厳原港,シンガポール,0.0,SGP,34.1977845,129.2913508,2016
鹿児島空港,シンガポール,0.0,SGP,31.8,130.721667,2016
那覇空港,シンガポール,1.0,SGP,26.205556,127.650833,2016
その他,シンガポール,1.0,SGP,,,2016
新千歳空港,マレーシア,104.0,MYS,42.775,141.692222,2016
函館空港,マレーシア,1.0,MYS,41.77,140.821944,2016
仙台空港,マレーシア,0.0,MYS,38.136944,140.9225,2016
新潟空港,マレーシア,0.0,MYS,37.955833,139.120556,2016
東京国際空港（羽田空港）,マレーシア,36.0,MYS,35.553333,139.781111,2016
成田国際空港,マレーシア,463.0,MYS,35.765278,140.385556,2016
小松空港,マレーシア,0.0,MYS,36.393889,136.4075,2016
富士山静岡空港,マレーシア,0.0,MYS,34.796111,138.189444,2016
中部国際空港,マレーシア,5.0,MYS,34.858333,136.805278,2016
関西国際空港,マレーシア,372.0,MYS,34.434167,135.232778,2016
広島空港,マレーシア,1.0,MYS,34.436111,132.919444,2016
関門（下関）港,マレーシア,0.0,MYS,33.957889,130.941333,2016
高松空港,マレーシア,0.0,MYS,34.214167,134.015556,2016
福岡空港,マレーシア,6.0,MYS,33.584444,130.451667,2016
博多港,マレーシア,0.0,MYS,33.605133,130.397414,2016
厳原港,マレーシア,0.0,MYS,34.1977845,129.2913508,2016
鹿児島空港,マレーシア,0.0,MYS,31.8,130.721667,2016
那覇空港,マレーシア,2.0,MYS,26.205556,127.650833,2016
その他,マレーシア,2.0,MYS,,,2016
新千歳空港,インドネシア,2.0,IDN,42.775,141.692222,2016
函館空港,インドネシア,0.0,IDN,41.77,140.821944,2016
仙台空港,インドネシア,0.0,IDN,38.136944,140.9225,2016
新潟空港,インドネシア,0.0,IDN,37.955833,139.120556,2016
東京国際空港（羽田空港）,インドネシア,225.0,IDN,35.553333,139.781111,2016
成田国際空港,インドネシア,232.0,IDN,35.765278,140.385556,2016
小松空港,インドネシア,0.0,IDN,36.393889,136.4075,2016
富士山静岡空港,インドネシア,0.0,IDN,34.796111,138.189444,2016
中部国際空港,インドネシア,1.0,IDN,34.858333,136.805278,2016
関西国際空港,インドネシア,156.0,IDN,34.434167,135.232778,2016
広島空港,インドネシア,0.0,IDN,34.436111,132.919444,2016
関門（下関）港,インドネシア,0.0,IDN,33.957889,130.941333,2016
高松空港,インドネシア,0.0,IDN,34.214167,134.015556,2016
福岡空港,インドネシア,4.0,IDN,33.584444,130.451667,2016
博多港,インドネシア,0.0,IDN,33.605133,130.397414,2016
厳原港,インドネシア,0.0,IDN,34.1977845,129.2913508,2016
鹿児島空港,インドネシア,0.0,IDN,31.8,130.721667,2016
那覇空港,インドネシア,0.0,IDN,26.205556,127.650833,2016
その他,インドネシア,3.0,IDN,,,2016
新千歳空港,フィリピン,0.0,PHL,42.775,141.692222,2016
函館空港,フィリピン,0.0,PHL,41.77,140.821944,2016
仙台空港,フィリピン,0.0,PHL,38.136944,140.9225,2016
新潟空港,フィリピン,1.0,PHL,37.955833,139.120556,2016
東京国際空港（羽田空港）,フィリピン,113.0,PHL,35.553333,139.781111,2016
成田国際空港,フィリピン,337.0,PHL,35.765278,140.385556,2016
小松空港,フィリピン,0.0,PHL,36.393889,136.4075,2016
富士山静岡空港,フィリピン,0.0,PHL,34.796111,138.189444,2016
中部国際空港,フィリピン,62.0,PHL,34.858333,136.805278,2016
関西国際空港,フィリピン,199.0,PHL,34.434167,135.232778,2016
広島空港,フィリピン,0.0,PHL,34.436111,132.919444,2016
関門（下関）港,フィリピン,0.0,PHL,33.957889,130.941333,2016
高松空港,フィリピン,0.0,PHL,34.214167,134.015556,2016
福岡空港,フィリピン,24.0,PHL,33.584444,130.451667,2016
博多港,フィリピン,1.0,PHL,33.605133,130.397414,2016
厳原港,フィリピン,0.0,PHL,34.1977845,129.2913508,2016
鹿児島空港,フィリピン,0.0,PHL,31.8,130.721667,2016
那覇空港,フィリピン,0.0,PHL,26.205556,127.650833,2016
その他,フィリピン,12.0,PHL,,,2016
新千歳空港,ベトナム,0.0,VNM,42.775,141.692222,2016
函館空港,ベトナム,0.0,VNM,41.77,140.821944,2016
仙台空港,ベトナム,0.0,VNM,38.136944,140.9225,2016
新潟空港,ベトナム,0.0,VNM,37.955833,139.120556,2016
東京国際空港（羽田空港）,ベトナム,32.0,VNM,35.553333,139.781111,2016
成田国際空港,ベトナム,96.0,VNM,35.765278,140.385556,2016
小松空港,ベトナム,0.0,VNM,36.393889,136.4075,2016
富士山静岡空港,ベトナム,0.0,VNM,34.796111,138.189444,2016
中部国際空港,ベトナム,24.0,VNM,34.858333,136.805278,2016
関西国際空港,ベトナム,54.0,VNM,34.434167,135.232778,2016
広島空港,ベトナム,1.0,VNM,34.436111,132.919444,2016
関門（下関）港,ベトナム,0.0,VNM,33.957889,130.941333,2016
高松空港,ベトナム,0.0,VNM,34.214167,134.015556,2016
福岡空港,ベトナム,14.0,VNM,33.584444,130.451667,2016
博多港,ベトナム,0.0,VNM,33.605133,130.397414,2016
厳原港,ベトナム,0.0,VNM,34.1977845,129.2913508,2016
鹿児島空港,ベトナム,0.0,VNM,31.8,130.721667,2016
那覇空港,ベトナム,0.0,VNM,26.205556,127.650833,2016
その他,ベトナム,0.0,VNM,,,2016
新千歳空港,インド,2.0,IND,42.775,141.692222,2016
函館空港,インド,0.0,IND,41.77,140.821944,2016
仙台空港,インド,0.0,IND,38.136944,140.9225,2016
新潟空港,インド,0.0,IND,37.955833,139.120556,2016
東京国際空港（羽田空港）,インド,16.0,IND,35.553333,139.781111,2016
成田国際空港,インド,565.0,IND,35.765278,140.385556,2016
小松空港,インド,0.0,IND,36.393889,136.4075,2016
富士山静岡空港,インド,0.0,IND,34.796111,138.189444,2016
中部国際空港,インド,5.0,IND,34.858333,136.805278,2016
関西国際空港,インド,102.0,IND,34.434167,135.232778,2016
広島空港,インド,0.0,IND,34.436111,132.919444,2016
関門（下関）港,インド,0.0,IND,33.957889,130.941333,2016
高松空港,インド,0.0,IND,34.214167,134.015556,2016
福岡空港,インド,1.0,IND,33.584444,130.451667,2016
博多港,インド,0.0,IND,33.605133,130.397414,2016
厳原港,インド,0.0,IND,34.1977845,129.2913508,2016
鹿児島空港,インド,0.0,IND,31.8,130.721667,2016
那覇空港,インド,2.0,IND,26.205556,127.650833,2016
その他,インド,9.0,IND,,,2016
新千歳空港,英国,2.0,GBR,42.775,141.692222,2016
函館空港,英国,0.0,GBR,41.77,140.821944,2016
仙台空港,英国,0.0,GBR,38.136944,140.9225,2016
新潟空港,英国,0.0,GBR,37.955833,139.120556,2016
東京国際空港（羽田空港）,英国,284.0,GBR,35.553333,139.781111,2016
成田国際空港,英国,308.0,GBR,35.765278,140.385556,2016
小松空港,英国,0.0,GBR,36.393889,136.4075,2016
富士山静岡空港,英国,0.0,GBR,34.796111,138.189444,2016
中部国際空港,英国,7.0,GBR,34.858333,136.805278,2016
関西国際空港,英国,35.0,GBR,34.434167,135.232778,2016
広島空港,英国,1.0,GBR,34.436111,132.919444,2016
関門（下関）港,英国,0.0,GBR,33.957889,130.941333,2016
高松空港,英国,0.0,GBR,34.214167,134.015556,2016
福岡空港,英国,5.0,GBR,33.584444,130.451667,2016
博多港,英国,0.0,GBR,33.605133,130.397414,2016
厳原港,英国,0.0,GBR,34.1977845,129.2913508,2016
鹿児島空港,英国,0.0,GBR,31.8,130.721667,2016
那覇空港,英国,0.0,GBR,26.205556,127.650833,2016
その他,英国,4.0,GBR,,,2016
新千歳空港,ドイツ,2.0,DEU,42.775,141.692222,2016
函館空港,ドイツ,0.0,DEU,41.77,140.821944,2016
仙台空港,ドイツ,1.0,DEU,38.136944,140.9225,2016
新潟空港,ドイツ,0.0,DEU,37.955833,139.120556,2016
東京国際空港（羽田空港）,ドイツ,170.0,DEU,35.553333,139.781111,2016
成田国際空港,ドイツ,178.0,DEU,35.765278,140.385556,2016
小松空港,ドイツ,1.0,DEU,36.393889,136.4075,2016
富士山静岡空港,ドイツ,0.0,DEU,34.796111,138.189444,2016
中部国際空港,ドイツ,38.0,DEU,34.858333,136.805278,2016
関西国際空港,ドイツ,78.0,DEU,34.434167,135.232778,2016
広島空港,ドイツ,0.0,DEU,34.436111,132.919444,2016
関門（下関）港,ドイツ,0.0,DEU,33.957889,130.941333,2016
高松空港,ドイツ,0.0,DEU,34.214167,134.015556,2016
福岡空港,ドイツ,6.0,DEU,33.584444,130.451667,2016
博多港,ドイツ,0.0,DEU,33.605133,130.397414,2016
厳原港,ドイツ,0.0,DEU,34.1977845,129.2913508,2016
鹿児島空港,ドイツ,0.0,DEU,31.8,130.721667,2016
那覇空港,ドイツ,0.0,DEU,26.205556,127.650833,2016
その他,ドイツ,0.0,DEU,,,2016
新千歳空港,フランス,0.0,FRA,42.775,141.692222,2016
函館空港,フランス,0.0,FRA,41.77,140.821944,2016
仙台空港,フランス,0.0,FRA,38.136944,140.9225,2016
新潟空港,フランス,0.0,FRA,37.955833,139.120556,2016
東京国際空港（羽田空港）,フランス,218.0,FRA,35.553333,139.781111,2016
成田国際空港,フランス,236.0,FRA,35.765278,140.385556,2016
小松空港,フランス,0.0,FRA,36.393889,136.4075,2016
富士山静岡空港,フランス,0.0,FRA,34.796111,138.189444,2016
中部国際空港,フランス,1.0,FRA,34.858333,136.805278,2016
関西国際空港,フランス,93.0,FRA,34.434167,135.232778,2016
広島空港,フランス,0.0,FRA,34.436111,132.919444,2016
関門（下関）港,フランス,0.0,FRA,33.957889,130.941333,2016
高松空港,フランス,0.0,FRA,34.214167,134.015556,2016
福岡空港,フランス,4.0,FRA,33.584444,130.451667,2016
博多港,フランス,0.0,FRA,33.605133,130.397414,2016
厳原港,フランス,0.0,FRA,34.1977845,129.2913508,2016
鹿児島空港,フランス,0.0,FRA,31.8,130.721667,2016
那覇空港,フランス,1.0,FRA,26.205556,127.650833,2016
その他,フランス,1.0,FRA,,,2016
新千歳空港,イタリア,0.0,ITA,42.775,141.692222,2016
函館空港,イタリア,0.0,ITA,41.77,140.821944,2016
仙台空港,イタリア,0.0,ITA,38.136944,140.9225,2016
新潟空港,イタリア,1.0,ITA,37.955833,139.120556,2016
東京国際空港（羽田空港）,イタリア,84.0,ITA,35.553333,139.781111,2016
成田国際空港,イタリア,579.0,ITA,35.765278,140.385556,2016
小松空港,イタリア,0.0,ITA,36.393889,136.4075,2016
富士山静岡空港,イタリア,0.0,ITA,34.796111,138.189444,2016
中部国際空港,イタリア,4.0,ITA,34.858333,136.805278,2016
関西国際空港,イタリア,115.0,ITA,34.434167,135.232778,2016
広島空港,イタリア,0.0,ITA,34.436111,132.919444,2016
関門（下関）港,イタリア,0.0,ITA,33.957889,130.941333,2016
高松空港,イタリア,0.0,ITA,34.214167,134.015556,2016
福岡空港,イタリア,3.0,ITA,33.584444,130.451667,2016
博多港,イタリア,0.0,ITA,33.605133,130.397414,2016
厳原港,イタリア,0.0,ITA,34.1977845,129.2913508,2016
鹿児島空港,イタリア,0.0,ITA,31.8,130.721667,2016
那覇空港,イタリア,0.0,ITA,26.205556,127.650833,2016
その他,イタリア,1.0,ITA,,,2016
新千歳空港,スペイン,2.0,ESP,42.775,141.692222,2016
函館空港,スペイン,0.0,ESP,41.77,140.821944,2016
仙台空港,スペイン,0.0,ESP,38.136944,140.9225,2016
新潟空港,スペイン,0.0,ESP,37.955833,139.120556,2016
東京国際空港（羽田空港）,スペイン,67.0,ESP,35.553333,139.781111,2016
成田国際空港,スペイン,223.0,ESP,35.765278,140.385556,2016
小松空港,スペイン,0.0,ESP,36.393889,136.4075,2016
富士山静岡空港,スペイン,0.0,ESP,34.796111,138.189444,2016
中部国際空港,スペイン,3.0,ESP,34.858333,136.805278,2016
関西国際空港,スペイン,78.0,ESP,34.434167,135.232778,2016
広島空港,スペイン,0.0,ESP,34.436111,132.919444,2016
関門（下関）港,スペイン,0.0,ESP,33.957889,130.941333,2016
高松空港,スペイン,0.0,ESP,34.214167,134.015556,2016
福岡空港,スペイン,0.0,ESP,33.584444,130.451667,2016
博多港,スペイン,0.0,ESP,33.605133,130.397414,2016
厳原港,スペイン,0.0,ESP,34.1977845,129.2913508,2016
鹿児島空港,スペイン,0.0,ESP,31.8,130.721667,2016
那覇空港,スペイン,1.0,ESP,26.205556,127.650833,2016
その他,スペイン,0.0,ESP,,,2016
新千歳空港,ロシア,35.0,RUS,42.775,141.692222,2016
函館空港,ロシア,0.0,RUS,41.77,140.821944,2016
仙台空港,ロシア,1.0,RUS,38.136944,140.9225,2016
新潟空港,ロシア,0.0,RUS,37.955833,139.120556,2016
東京国際空港（羽田空港）,ロシア,4.0,RUS,35.553333,139.781111,2016
成田国際空港,ロシア,447.0,RUS,35.765278,140.385556,2016
小松空港,ロシア,0.0,RUS,36.393889,136.4075,2016
富士山静岡空港,ロシア,0.0,RUS,34.796111,138.189444,2016
中部国際空港,ロシア,0.0,RUS,34.858333,136.805278,2016
関西国際空港,ロシア,4.0,RUS,34.434167,135.232778,2016
広島空港,ロシア,0.0,RUS,34.436111,132.919444,2016
関門（下関）港,ロシア,0.0,RUS,33.957889,130.941333,2016
高松空港,ロシア,0.0,RUS,34.214167,134.015556,2016
福岡空港,ロシア,1.0,RUS,33.584444,130.451667,2016
博多港,ロシア,0.0,RUS,33.605133,130.397414,2016
厳原港,ロシア,0.0,RUS,34.1977845,129.2913508,2016
鹿児島空港,ロシア,0.0,RUS,31.8,130.721667,2016
那覇空港,ロシア,0.0,RUS,26.205556,127.650833,2016
その他,ロシア,2.0,RUS,,,2016
新千歳空港,米国,50.0,USA,42.775,141.692222,2016
函館空港,米国,0.0,USA,41.77,140.821944,2016
仙台空港,米国,0.0,USA,38.136944,140.9225,2016
新潟空港,米国,3.0,USA,37.955833,139.120556,2016
東京国際空港（羽田空港）,米国,286.0,USA,35.553333,139.781111,2016
成田国際空港,米国,2164.0,USA,35.765278,140.385556,2016
小松空港,米国,0.0,USA,36.393889,136.4075,2016
富士山静岡空港,米国,0.0,USA,34.796111,138.189444,2016
中部国際空港,米国,91.0,USA,34.858333,136.805278,2016
関西国際空港,米国,279.0,USA,34.434167,135.232778,2016
広島空港,米国,3.0,USA,34.436111,132.919444,2016
関門（下関）港,米国,0.0,USA,33.957889,130.941333,2016
高松空港,米国,0.0,USA,34.214167,134.015556,2016
福岡空港,米国,47.0,USA,33.584444,130.451667,2016
博多港,米国,1.0,USA,33.605133,130.397414,2016
厳原港,米国,0.0,USA,34.1977845,129.2913508,2016
鹿児島空港,米国,0.0,USA,31.8,130.721667,2016
那覇空港,米国,12.0,USA,26.205556,127.650833,2016
その他,米国,31.0,USA,,,2016
新千歳空港,カナダ,2.0,CAN,42.775,141.692222,2016
函館空港,カナダ,0.0,CAN,41.77,140.821944,2016
仙台空港,カナダ,0.0,CAN,38.136944,140.9225,2016
新潟空港,カナダ,0.0,CAN,37.955833,139.120556,2016
東京国際空港（羽田空港）,カナダ,195.0,CAN,35.553333,139.781111,2016
成田国際空港,カナダ,368.0,CAN,35.765278,140.385556,2016
小松空港,カナダ,0.0,CAN,36.393889,136.4075,2016
富士山静岡空港,カナダ,0.0,CAN,34.796111,138.189444,2016
中部国際空港,カナダ,1.0,CAN,34.858333,136.805278,2016
関西国際空港,カナダ,60.0,CAN,34.434167,135.232778,2016
広島空港,カナダ,1.0,CAN,34.436111,132.919444,2016
関門（下関）港,カナダ,0.0,CAN,33.957889,130.941333,2016
高松空港,カナダ,0.0,CAN,34.214167,134.015556,2016
福岡空港,カナダ,3.0,CAN,33.584444,130.451667,2016
博多港,カナダ,0.0,CAN,33.605133,130.397414,2016
厳原港,カナダ,0.0,CAN,34.1977845,129.2913508,2016
鹿児島空港,カナダ,0.0,CAN,31.8,130.721667,2016
那覇空港,カナダ,4.0,CAN,26.205556,127.650833,2016
その他,カナダ,5.0,CAN,,,2016
新千歳空港,オーストラリア,12.0,AUS,42.775,141.692222,2016
函館空港,オーストラリア,0.0,AUS,41.77,140.821944,2016
仙台空港,オーストラリア,0.0,AUS,38.136944,140.9225,2016
新潟空港,オーストラリア,1.0,AUS,37.955833,139.120556,2016
東京国際空港（羽田空港）,オーストラリア,130.0,AUS,35.553333,139.781111,2016
成田国際空港,オーストラリア,499.0,AUS,35.765278,140.385556,2016
小松空港,オーストラリア,0.0,AUS,36.393889,136.4075,2016
富士山静岡空港,オーストラリア,0.0,AUS,34.796111,138.189444,2016
中部国際空港,オーストラリア,1.0,AUS,34.858333,136.805278,2016
関西国際空港,オーストラリア,99.0,AUS,34.434167,135.232778,2016
広島空港,オーストラリア,0.0,AUS,34.436111,132.919444,2016
関門（下関）港,オーストラリア,0.0,AUS,33.957889,130.941333,2016
高松空港,オーストラリア,0.0,AUS,34.214167,134.015556,2016
福岡空港,オーストラリア,6.0,AUS,33.584444,130.451667,2016
博多港,オーストラリア,0.0,AUS,33.605133,130.397414,2016
厳原港,オーストラリア,0.0,AUS,34.1977845,129.2913508,2016
鹿児島空港,オーストラリア,0.0,AUS,31.8,130.721667,2016
那覇空港,オーストラリア,2.0,AUS,26.205556,127.650833,2016
その他,オーストラリア,3.0,AUS,,,2016
新千歳空港,その他,3.0,,42.775,141.692222,2016
函館空港,その他,0.0,,41.77,140.821944,2016
仙台空港,その他,0.0,,38.136944,140.9225,2016
新潟空港,その他,0.0,,37.955833,139.120556,2016
東京国際空港（羽田空港）,その他,38.0,,35.553333,139.781111,2016
成田国際空港,その他,294.0,,35.765278,140.385556,2016
小松空港,その他,0.0,,36.393889,136.4075,2016
富士山静岡空港,その他,0.0,,34.796111,138.189444,2016
中部国際空港,その他,15.0,,34.858333,136.805278,2016
関西国際空港,その他,67.0,,34.434167,135.232778,2016
広島空港,その他,0.0,,34.436111,132.919444,2016
関門（下関）港,その他,0.0,,33.957889,130.941333,2016
高松空港,その他,0.0,,34.214167,134.015556,2016
福岡空港,その他,9.0,,33.584444,130.451667,2016
博多港,その他,1.0,,33.605133,130.397414,2016
厳原港,その他,0.0,,34.1977845,129.2913508,2016
鹿児島空港,その他,0.0,,31.8,130.721667,2016
那覇空港,その他,1.0,,26.205556,127.650833,2016
その他,その他,1.0,,,,2016
新千歳空港,全体,2101.0,,42.775,141.692222,2017
函館空港,全体,138.0,,41.77,140.821944,2017
仙台空港,全体,94.0,,38.136944,140.9225,2017
新潟空港,全体,64.0,,37.955833,139.120556,2017
東京国際空港（羽田空港）,全体,5479.0,,35.553333,139.781111,2017
成田国際空港,全体,11868.0,,35.765278,140.385556,2017
小松空港,全体,91.0,,36.393889,136.4075,2017
富士山静岡空港,全体,153.0,,34.796111,138.189444,2017
中部国際空港,全体,1347.0,,34.858333,136.805278,2017
関西国際空港,全体,10867.0,,34.434167,135.232778,2017
広島空港,全体,116.0,,34.436111,132.919444,2017
関門（下関）港,全体,300.0,,33.957889,130.941333,2017
高松空港,全体,136.0,,34.214167,134.015556,2017
福岡空港,全体,3709.0,,33.584444,130.451667,2017
博多港,全体,538.0,,33.605133,130.397414,2017
厳原港,全体,231.0,,34.1977845,129.2913508,2017
鹿児島空港,全体,135.0,,31.8,130.721667,2017
那覇空港,全体,2533.0,,26.205556,127.650833,2017
その他,全体,313.0,,,,2017
新千歳空港,韓国,1035.0,KOR,42.775,141.692222,2017
函館空港,韓国,0.0,KOR,41.77,140.821944,2017
仙台空港,韓国,47.0,KOR,38.136944,140.9225,2017
新潟空港,韓国,24.0,KOR,37.955833,139.120556,2017
東京国際空港（羽田空港）,韓国,1358.0,KOR,35.553333,139.781111,2017
成田国際空港,韓国,2035.0,KOR,35.765278,140.385556,2017
小松空港,韓国,25.0,KOR,36.393889,136.4075,2017
富士山静岡空港,韓国,47.0,KOR,34.796111,138.189444,2017
中部国際空港,韓国,340.0,KOR,34.858333,136.805278,2017
関西国際空港,韓国,5252.0,KOR,34.434167,135.232778,2017
広島空港,韓国,43.0,KOR,34.436111,132.919444,2017
関門（下関）港,韓国,300.0,KOR,33.957889,130.941333,2017
高松空港,韓国,45.0,KOR,34.214167,134.015556,2017
福岡空港,韓国,2923.0,KOR,33.584444,130.451667,2017
博多港,韓国,529.0,KOR,33.605133,130.397414,2017
厳原港,韓国,231.0,KOR,34.1977845,129.2913508,2017
鹿児島空港,韓国,70.0,KOR,31.8,130.721667,2017
那覇空港,韓国,1508.0,KOR,26.205556,127.650833,2017
その他,韓国,146.0,KOR,,,2017
新千歳空港,台湾,328.0,TWN,42.775,141.692222,2017
函館空港,台湾,115.0,TWN,41.77,140.821944,2017
仙台空港,台湾,32.0,TWN,38.136944,140.9225,2017
新潟空港,台湾,20.0,TWN,37.955833,139.120556,2017
東京国際空港（羽田空港）,台湾,343.0,TWN,35.553333,139.781111,2017
成田国際空港,台湾,1137.0,TWN,35.765278,140.385556,2017
小松空港,台湾,50.0,TWN,36.393889,136.4075,2017
富士山静岡空港,台湾,35.0,TWN,34.796111,138.189444,2017
中部国際空港,台湾,176.0,TWN,34.858333,136.805278,2017
関西国際空港,台湾,1243.0,TWN,34.434167,135.232778,2017
広島空港,台湾,21.0,TWN,34.436111,132.919444,2017
関門（下関）港,台湾,0.0,TWN,33.957889,130.941333,2017
高松空港,台湾,25.0,TWN,34.214167,134.015556,2017
福岡空港,台湾,299.0,TWN,33.584444,130.451667,2017
博多港,台湾,0.0,TWN,33.605133,130.397414,2017
厳原港,台湾,0.0,TWN,34.1977845,129.2913508,2017
鹿児島空港,台湾,17.0,TWN,31.8,130.721667,2017
那覇空港,台湾,463.0,TWN,26.205556,127.650833,2017
その他,台湾,23.0,TWN,,,2017
新千歳空港,香港,79.0,HKG,42.775,141.692222,2017
函館空港,香港,0.0,HKG,41.77,140.821944,2017
仙台空港,香港,0.0,HKG,38.136944,140.9225,2017
新潟空港,香港,0.0,HKG,37.955833,139.120556,2017
東京国際空港（羽田空港）,香港,86.0,HKG,35.553333,139.781111,2017
成田国際空港,香港,261.0,HKG,35.765278,140.385556,2017
小松空港,香港,0.0,HKG,36.393889,136.4075,2017
富士山静岡空港,香港,0.0,HKG,34.796111,138.189444,2017
中部国際空港,香港,57.0,HKG,34.858333,136.805278,2017
関西国際空港,香港,309.0,HKG,34.434167,135.232778,2017
広島空港,香港,17.0,HKG,34.436111,132.919444,2017
関門（下関）港,香港,0.0,HKG,33.957889,130.941333,2017
高松空港,香港,9.0,HKG,34.214167,134.015556,2017
福岡空港,香港,95.0,HKG,33.584444,130.451667,2017
博多港,香港,0.0,HKG,33.605133,130.397414,2017
厳原港,香港,0.0,HKG,34.1977845,129.2913508,2017
鹿児島空港,香港,26.0,HKG,31.8,130.721667,2017
那覇空港,香港,134.0,HKG,26.205556,127.650833,2017
その他,香港,1.0,HKG,,,2017
新千歳空港,中国,234.0,CHN,42.775,141.692222,2017
函館空港,中国,23.0,CHN,41.77,140.821944,2017
仙台空港,中国,14.0,CHN,38.136944,140.9225,2017
新潟空港,中国,19.0,CHN,37.955833,139.120556,2017
東京国際空港（羽田空港）,中国,983.0,CHN,35.553333,139.781111,2017
成田国際空港,中国,1625.0,CHN,35.765278,140.385556,2017
小松空港,中国,16.0,CHN,36.393889,136.4075,2017
富士山静岡空港,中国,71.0,CHN,34.796111,138.189444,2017
中部国際空港,中国,506.0,CHN,34.858333,136.805278,2017
関西国際空港,中国,1993.0,CHN,34.434167,135.232778,2017
広島空港,中国,24.0,CHN,34.436111,132.919444,2017
関門（下関）港,中国,0.0,CHN,33.957889,130.941333,2017
高松空港,中国,57.0,CHN,34.214167,134.015556,2017
福岡空港,中国,192.0,CHN,33.584444,130.451667,2017
博多港,中国,0.0,CHN,33.605133,130.397414,2017
厳原港,中国,0.0,CHN,34.1977845,129.2913508,2017
鹿児島空港,中国,22.0,CHN,31.8,130.721667,2017
那覇空港,中国,389.0,CHN,26.205556,127.650833,2017
その他,中国,40.0,CHN,,,2017
新千歳空港,タイ,84.0,THA,42.775,141.692222,2017
函館空港,タイ,0.0,THA,41.77,140.821944,2017
仙台空港,タイ,0.0,THA,38.136944,140.9225,2017
新潟空港,タイ,0.0,THA,37.955833,139.120556,2017
東京国際空港（羽田空港）,タイ,106.0,THA,35.553333,139.781111,2017
成田国際空港,タイ,354.0,THA,35.765278,140.385556,2017
小松空港,タイ,0.0,THA,36.393889,136.4075,2017
富士山静岡空港,タイ,0.0,THA,34.796111,138.189444,2017
中部国際空港,タイ,51.0,THA,34.858333,136.805278,2017
関西国際空港,タイ,195.0,THA,34.434167,135.232778,2017
広島空港,タイ,2.0,THA,34.436111,132.919444,2017
関門（下関）港,タイ,0.0,THA,33.957889,130.941333,2017
高松空港,タイ,0.0,THA,34.214167,134.015556,2017
福岡空港,タイ,47.0,THA,33.584444,130.451667,2017
博多港,タイ,0.0,THA,33.605133,130.397414,2017
厳原港,タイ,0.0,THA,34.1977845,129.2913508,2017
鹿児島空港,タイ,0.0,THA,31.8,130.721667,2017
那覇空港,タイ,11.0,THA,26.205556,127.650833,2017
その他,タイ,0.0,THA,,,2017
新千歳空港,シンガポール,16.0,SGP,42.775,141.692222,2017
函館空港,シンガポール,0.0,SGP,41.77,140.821944,2017
仙台空港,シンガポール,0.0,SGP,38.136944,140.9225,2017
新潟空港,シンガポール,0.0,SGP,37.955833,139.120556,2017
