空港・海港,国籍・地域,入国,alpha-3,lat,lon,年度
関西国際空港,ベトナム,121.0,VNM,34.434167,135.232778,2019
広島空港,ベトナム,1.0,VNM,34.436111,132.919444,2019
関門（下関）港,ベトナム,0.0,VNM,33.957889,130.941333,2019
高松空港,ベトナム,0.0,VNM,34.214167,134.015556,2019
福岡空港,ベトナム,23.0,VNM,33.584444,130.451667,2019
博多港,ベトナム,0.0,VNM,33.605133,130.397414,2019
厳原港,ベトナム,0.0,VNM,34.1977845,129.2913508,2019
鹿児島空港,ベトナム,0.0,VNM,31.8,130.721667,2019
那覇空港,ベトナム,0.0,VNM,26.205556,127.650833,2019
その他,ベトナム,2.0,VNM,,,2019
新千歳空港,インド,0.0,IND,42.775,141.692222,2019
函館空港,インド,0.0,IND,41.77,140.821944,2019
仙台空港,インド,0.0,IND,38.136944,140.9225,2019
東京国際空港（羽田空港）,インド,50.0,IND,35.553333,139.781111,2019
成田国際空港,インド,192.0,IND,35.765278,140.385556,2019
小松空港,インド,0.0,IND,36.393889,136.4075,2019
富士山静岡空港,インド,0.0,IND,34.796111,138.189444,2019
中部国際空港,インド,0.0,IND,34.858333,136.805278,2019
関西国際空港,インド,37.0,IND,34.434167,135.232778,2019
広島空港,インド,0.0,IND,34.436111,132.919444,2019
関門（下関）港,インド,0.0,IND,33.957889,130.941333,2019
高松空港,インド,0.0,IND,34.214167,134.015556,2019
福岡空港,インド,0.0,IND,33.584444,130.451667,2019
博多港,インド,0.0,IND,33.605133,130.397414,2019
厳原港,インド,0.0,IND,34.1977845,129.2913508,2019
鹿児島空港,インド,0.0,IND,31.8,130.721667,2019
那覇空港,インド,1.0,IND,26.205556,127.650833,2019
その他,インド,3.0,IND,,,2019
新千歳空港,英国,0.0,GBR,42.775,141.692222,2019
函館空港,英国,0.0,GBR,41.77,140.821944,2019
仙台空港,英国,0.0,GBR,38.136944,140.9225,2019
東京国際空港（羽田空港）,英国,94.0,GBR,35.553333,139.781111,2019
成田国際空港,英国,94.0,GBR,35.765278,140.385556,2019
小松空港,英国,0.0,GBR,36.393889,136.4075,2019
富士山静岡空港,英国,0.0,GBR,34.796111,138.189444,2019
中部国際空港,英国,5.0,GBR,34.858333,136.805278,2019
関西国際空港,英国,21.0,GBR,34.434167,135.232778,2019
広島空港,英国,0.0,GBR,34.436111,132.919444,2019
関門（下関）港,英国,0.0,GBR,33.957889,130.941333,2019
高松空港,英国,0.0,GBR,34.214167,134.015556,2019
福岡空港,英国,4.0,GBR,33.584444,130.451667,2019
博多港,英国,0.0,GBR,33.605133,130.397414,2019
厳原港,英国,0.0,GBR,34.1977845,129.2913508,2019
鹿児島空港,英国,0.0,GBR,31.8,130.721667,2019
那覇空港,英国,0.0,GBR,26.205556,127.650833,2019
その他,英国,0.0,GBR,,,2019
新千歳空港,ドイツ,1.0,DEU,42.775,141.692222,2019
函館空港,ドイツ,0.0,DEU,41.77,140.821944,2019
仙台空港,ドイツ,0.0,DEU,38.136944,140.9225,2019
東京国際空港（羽田空港）,ドイツ,108.0,DEU,35.553333,139.781111,2019
成田国際空港,ドイツ,113.0,DEU,35.765278,140.385556,2019
小松空港,ドイツ,0.0,DEU,36.393889,136.4075,2019
富士山静岡空港,ドイツ,0.0,DEU,34.796111,138.189444,2019
中部国際空港,ドイツ,26.0,DEU,34.858333,136.805278,2019
関西国際空港,ドイツ,59.0,DEU,34.434167,135.232778,2019
広島空港,ドイツ,3.0,DEU,34.436111,132.919444,2019
関門（下関）港,ドイツ,0.0,DEU,33.957889,130.941333,2019
高松空港,ドイツ,0.0,DEU,34.214167,134.015556,2019
福岡空港,ドイツ,5.0,DEU,33.584444,130.451667,2019
博多港,ドイツ,0.0,DEU,33.605133,130.397414,2019
厳原港,ドイツ,0.0,DEU,34.1977845,129.2913508,2019
鹿児島空港,ドイツ,0.0,DEU,31.8,130.721667,2019
那覇空港,ドイツ,0.0,DEU,26.205556,127.650833,2019
その他,ドイツ,1.0,DEU,,,2019
新千歳空港,フランス,0.0,FRA,42.775,141.692222,2019
函館空港,フランス,0.0,FRA,41.77,140.821944,2019
仙台空港,フランス,0.0,FRA,38.136944,140.9225,2019
東京国際空港（羽田空港）,フランス,69.0,FRA,35.553333,139.781111,2019
成田国際空港,フランス,64.0,FRA,35.765278,140.385556,2019
小松空港,フランス,0.0,FRA,36.393889,136.4075,2019
富士山静岡空港,フランス,0.0,FRA,34.796111,138.189444,2019
中部国際空港,フランス,2.0,FRA,34.858333,136.805278,2019
関西国際空港,フランス,19.0,FRA,34.434167,135.232778,2019
広島空港,フランス,0.0,FRA,34.436111,132.919444,2019
関門（下関）港,フランス,0.0,FRA,33.957889,130.941333,2019
高松空港,フランス,0.0,FRA,34.214167,134.015556,2019
福岡空港,フランス,2.0,FRA,33.584444,130.451667,2019
博多港,フランス,0.0,FRA,33.605133,130.397414,2019
厳原港,フランス,0.0,FRA,34.1977845,129.2913508,2019
鹿児島空港,フランス,0.0,FRA,31.8,130.721667,2019
那覇空港,フランス,0.0,FRA,26.205556,127.650833,2019
その他,フランス,1.0,FRA,,,2019
新千歳空港,イタリア,0.0,ITA,42.775,141.692222,2019
函館空港,イタリア,0.0,ITA,41.77,140.821944,2019
仙台空港,イタリア,0.0,ITA,38.136944,140.9225,2019
東京国際空港（羽田空港）,イタリア,23.0,ITA,35.553333,139.781111,2019
成田国際空港,イタリア,53.0,ITA,35.765278,140.385556,2019
小松空港,イタリア,0.0,ITA,36.393889,136.4075,2019
富士山静岡空港,イタリア,0.0,ITA,34.796111,138.189444,2019
中部国際空港,イタリア,0.0,ITA,34.858333,136.805278,2019
関西国際空港,イタリア,20.0,ITA,34.434167,135.232778,2019
広島空港,イタリア,0.0,ITA,34.436111,132.919444,2019
関門（下関）港,イタリア,0.0,ITA,33.957889,130.941333,2019
高松空港,イタリア,0.0,ITA,34.214167,134.015556,2019
福岡空港,イタリア,0.0,ITA,33.584444,130.451667,2019
博多港,イタリア,0.0,ITA,33.605133,130.397414,2019
厳原港,イタリア,0.0,ITA,34.1977845,129.2913508,2019
鹿児島空港,イタリア,0.0,ITA,31.8,130.721667,2019
那覇空港,イタリア,0.0,ITA,26.205556,127.650833,2019
その他,イタリア,0.0,ITA,,,2019
新千歳空港,スペイン,0.0,ESP,42.775,141.692222,2019
函館空港,スペイン,0.0,ESP,41.77,140.821944,2019
仙台空港,スペイン,0.0,ESP,38.136944,140.9225,2019
東京国際空港（羽田空港）,スペイン,27.0,ESP,35.553333,139.781111,2019
成田国際空港,スペイン,52.0,ESP,35.765278,140.385556,2019
小松空港,スペイン,0.0,ESP,36.393889,136.4075,2019
富士山静岡空港,スペイン,0.0,ESP,34.796111,138.189444,2019
中部国際空港,スペイン,2.0,ESP,34.858333,136.805278,2019
関西国際空港,スペイン,12.0,ESP,34.434167,135.232778,2019
広島空港,スペイン,0.0,ESP,34.436111,132.919444,2019
関門（下関）港,スペイン,0.0,ESP,33.957889,130.941333,2019
高松空港,スペイン,0.0,ESP,34.214167,134.015556,2019
福岡空港,スペイン,1.0,ESP,33.584444,130.451667,2019
博多港,スペイン,0.0,ESP,33.605133,130.397414,2019
厳原港,スペイン,0.0,ESP,34.1977845,129.2913508,2019
鹿児島空港,スペイン,0.0,ESP,31.8,130.721667,2019
那覇空港,スペイン,0.0,ESP,26.205556,127.650833,2019
その他,スペイン,0.0,ESP,,,2019
新千歳空港,ロシア,14.0,RUS,42.775,141.692222,2019
函館空港,ロシア,0.0,RUS,41.77,140.821944,2019
仙台空港,ロシア,0.0,RUS,38.136944,140.9225,2019
東京国際空港（羽田空港）,ロシア,1.0,RUS,35.553333,139.781111,2019
成田国際空港,ロシア,96.0,RUS,35.765278,140.385556,2019
小松空港,ロシア,0.0,RUS,36.393889,136.4075,2019
富士山静岡空港,ロシア,0.0,RUS,34.796111,138.189444,2019
中部国際空港,ロシア,0.0,RUS,34.858333,136.805278,2019
関西国際空港,ロシア,15.0,RUS,34.434167,135.232778,2019
広島空港,ロシア,0.0,RUS,34.436111,132.919444,2019
関門（下関）港,ロシア,0.0,RUS,33.957889,130.941333,2019
高松空港,ロシア,0.0,RUS,34.214167,134.015556,2019
福岡空港,ロシア,0.0,RUS,33.584444,130.451667,2019
博多港,ロシア,0.0,RUS,33.605133,130.397414,2019
厳原港,ロシア,0.0,RUS,34.1977845,129.2913508,2019
鹿児島空港,ロシア,0.0,RUS,31.8,130.721667,2019
那覇空港,ロシア,0.0,RUS,26.205556,127.650833,2019
その他,ロシア,0.0,RUS,,,2019
新千歳空港,米国,32.0,USA,42.775,141.692222,2019
函館空港,米国,0.0,USA,41.77,140.821944,2019
仙台空港,米国,0.0,USA,38.136944,140.9225,2019
東京国際空港（羽田空港）,米国,347.0,USA,35.553333,139.781111,2019
成田国際空港,米国,676.0,USA,35.765278,140.385556,2019
小松空港,米国,0.0,USA,36.393889,136.4075,2019
富士山静岡空港,米国,0.0,USA,34.796111,138.189444,2019
中部国際空港,米国,32.0,USA,34.858333,136.805278,2019
関西国際空港,米国,147.0,USA,34.434167,135.232778,2019
広島空港,米国,1.0,USA,34.436111,132.919444,2019
関門（下関）港,米国,0.0,USA,33.957889,130.941333,2019
高松空港,米国,0.0,USA,34.214167,134.015556,2019
福岡空港,米国,21.0,USA,33.584444,130.451667,2019
博多港,米国,0.0,USA,33.605133,130.397414,2019
厳原港,米国,0.0,USA,34.1977845,129.2913508,2019
鹿児島空港,米国,0.0,USA,31.8,130.721667,2019
那覇空港,米国,28.0,USA,26.205556,127.650833,2019
その他,米国,17.0,USA,,,2019
新千歳空港,カナダ,0.0,CAN,42.775,141.692222,2019
函館空港,カナダ,0.0,CAN,41.77,140.821944,2019
仙台空港,カナダ,0.0,CAN,38.136944,140.9225,2019
東京国際空港（羽田空港）,カナダ,75.0,CAN,35.553333,139.781111,2019
成田国際空港,カナダ,119.0,CAN,35.765278,140.385556,2019
小松空港,カナダ,0.0,CAN,36.393889,136.4075,2019
富士山静岡空港,カナダ,0.0,CAN,34.796111,138.189444,2019
中部国際空港,カナダ,3.0,CAN,34.858333,136.805278,2019
関西国際空港,カナダ,37.0,CAN,34.434167,135.232778,2019
広島空港,カナダ,0.0,CAN,34.436111,132.919444,2019
関門（下関）港,カナダ,0.0,CAN,33.957889,130.941333,2019
高松空港,カナダ,0.0,CAN,34.214167,134.015556,2019
福岡空港,カナダ,1.0,CAN,33.584444,130.451667,2019
博多港,カナダ,0.0,CAN,33.605133,130.397414,2019
厳原港,カナダ,0.0,CAN,34.1977845,129.2913508,2019
鹿児島空港,カナダ,1.0,CAN,31.8,130.721667,2019
那覇空港,カナダ,0.0,CAN,26.205556,127.650833,2019
その他,カナダ,3.0,CAN,,,2019
新千歳空港,オーストラリア,1.0,AUS,42.775,141.692222,2019
函館空港,オーストラリア,0.0,AUS,41.77,140.821944,2019
仙台空港,オーストラリア,0.0,AUS,38.136944,140.9225,2019
東京国際空港（羽田空港）,オーストラリア,64.0,AUS,35.553333,139.781111,2019
成田国際空港,オーストラリア,148.0,AUS,35.765278,140.385556,2019
小松空港,オーストラリア,0.0,AUS,36.393889,136.4075,2019
富士山静岡空港,オーストラリア,0.0,AUS,34.796111,138.189444,2019
中部国際空港,オーストラリア,0.0,AUS,34.858333,136.805278,2019
関西国際空港,オーストラリア,43.0,AUS,34.434167,135.232778,2019
広島空港,オーストラリア,2.0,AUS,34.436111,132.919444,2019
関門（下関）港,オーストラリア,0.0,AUS,33.957889,130.941333,2019
高松空港,オーストラリア,0.0,AUS,34.214167,134.015556,2019
福岡空港,オーストラリア,0.0,AUS,33.584444,130.451667,2019
博多港,オーストラリア,0.0,AUS,33.605133,130.397414,2019
厳原港,オーストラリア,0.0,AUS,34.1977845,129.2913508,2019
鹿児島空港,オーストラリア,0.0,AUS,31.8,130.721667,2019
那覇空港,オーストラリア,1.0,AUS,26.205556,127.650833,2019
その他,オーストラリア,1.0,AUS,,,2019
新千歳空港,その他,0.0,,42.775,141.692222,2019
函館空港,その他,0.0,,41.77,140.821944,2019
仙台空港,その他,0.0,,38.136944,140.9225,2019
東京国際空港（羽田空港）,その他,72.0,,35.553333,139.781111,2019
成田国際空港,その他,198.0,,35.765278,140.385556,2019
小松空港,その他,1.0,,36.393889,136.4075,2019
富士山静岡空港,その他,0.0,,34.796111,138.189444,2019
中部国際空港,その他,12.0,,34.858333,136.805278,2019
関西国際空港,その他,51.0,,34.434167,135.232778,2019
広島空港,その他,0.0,,34.436111,132.919444,2019
関門（下関）港,その他,0.0,,33.957889,130.941333,2019
高松空港,その他,0.0,,34.214167,134.015556,2019
福岡空港,その他,15.0,,33.584444,130.451667,2019
博多港,その他,0.0,,33.605133,130.397414,2019
厳原港,その他,0.0,,34.1977845,129.2913508,2019
鹿児島空港,その他,0.0,,31.8,130.721667,2019
那覇空港,その他,0.0,,26.205556,127.650833,2019
その他,その他,2.0,,,,2019
